CVE_SUBCUE,SUBCUENCA,TIPO,AREA,PERIMETRO,CVE_CUE,iie_2018_mean,iie_2018_variance,iie_2018_count,EDOS_CUE
RH26Dg,"R. Arroyo Zarco",EXORREICA,797.71 km²,200.29 km,RH26D,0.302048809384329,0.0220305123464407,12161,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Cb,"R. Briseñas - L. Chapala",EXORREICA,290.15 km²,94.74 km,RH12C,0.243263089831112,0.0140649454599851,4544,"GT,JC,MN"
RH12Db,"L. Chapala",EXORREICA,2270.91 km²,267.15 km,RH12D,0.428444269380413,0.0332091349689525,18804,"JC,MN"
RH15Ca,"R. Tomatlán",EXORREICA,2356.14 km²,259.26 km,RH15C,0.672128746578251,0.0665138724294927,36887,"JC"
RH27Ag,"A. Solteros",EXORREICA,572.44 km²,169.76 km,RH27A,0.351851329739047,0.00996944250336655,9126,"PL,VZ"
RH16Bc,"R. Ayuquila",EXORREICA,3648.51 km²,430.28 km,RH16B,0.567602000809712,0.0563948279978417,58037,"CM,JC"
RH15Cc,"R. Tecuán",EXORREICA,640.41 km²,141.86 km,RH15C,0.718436334088223,0.0293625316177387,10075,"JC"
RH27Ba,"R. Tecolutla",EXORREICA,1644.14 km²,405.07 km,RH27B,0.331924132943562,0.00659110578303315,26064,"HG,PL,TL,VZ"
RH12Ba,"R. Solís - Salamanca",EXORREICA,2518.51 km²,320.27 km,RH12B,0.354942083072777,0.034276319539714,40065,"GT,JC,MN"
RH12Ea,"L. Chapala- R. Corona",EXORREICA,558.62 km²,114.38 km,RH12E,0.369030494114219,0.0296262317362109,8874,"JC,NT,ZS"
RH13Aa,"R. Tecomala",EXORREICA,758.79 km²,208.89 km,RH13A,0.860021102716684,0.019112975181097,12029,"JC"
RH27Cb,"R. San Marcos",EXORREICA,1635.23 km²,317.77 km,RH27C,0.559949516471005,0.0934780557454704,6139,"HG,PL,VZ"
RH12Bb,"R. Salamanca - R. Ángulo",EXORREICA,1831.60 km²,260.76 km,RH12B,0.339490487464112,0.0344801867459144,29080,"GT,JC,MN"
RH26Dh,"R. Tecozutla",EXORREICA,1269.39 km²,187.05 km,RH26D,0.373303155894465,0.0312980064954723,20221,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH14Ca,"R. Talpa",EXORREICA,601.01 km²,138.99 km,RH14C,0.712039485311049,0.0519363428115599,9597,"JC,NT"
RH26Di,"R. Alfajayucan",EXORREICA,848.80 km²,164.17 km,RH26D,0.368695395252442,0.0325321177729941,13441,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Dc,"L. de San Marcos",ENDORREICA,1213.18 km²,220.61 km,RH12D,0.459029730403696,0.05884294199563,18792,"JC,MN"
RH13Ab,"R. Cuale",EXORREICA,306.33 km²,95.78 km,RH13A,0.821373432967419,0.0221078585627507,4879,"JC"
RH14Aa,"R. Cocula",EXORREICA,1157.16 km²,177.64 km,RH14A,0.383229255971316,0.0369620950055727,18315,"JC"
RH26De,"Drenaje Caracol",ENDORREICA,1036.18 km²,167.14 km,RH26D,0.341513419282229,0.0322592273983367,16377,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Ef,"R. La Laja",EXORREICA,329.31 km²,86.04 km,RH12E,0.391947799739043,0.0236486349649463,5247,"JC,NT,ZS"
RH26Dr,"R. Actopan",EXORREICA,1319.24 km²,296.74 km,RH26D,0.309407718317642,0.0411266999072006,21072,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH26Dj,"R. Tula",EXORREICA,2069.73 km²,487.86 km,RH26D,0.367892560153005,0.0604494921680227,32659,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Ca,"R. Ángulo - R. Briseñas",EXORREICA,4109.59 km²,462.09 km,RH12C,0.366045187462268,0.0315904514091198,65355,"GT,JC,MN"
RH13Ac,"R. Pitillal",EXORREICA,423.86 km²,142.07 km,RH13A,0.775387865759508,0.0763014128854327,6759,"JC"
RH27Cc,"R. Tenixtepec",EXORREICA,632.09 km²,140.95 km,RH27C,0.338069928798524,0.00540990740632546,9943,"HG,PL,VZ"
RH26Dv,"R. Metztitlán",ENDORREICA,2821.42 km²,361.38 km,RH26D,0.435178209955048,0.0642451318126339,44857,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Eb,"R. Corona- R. Verde",EXORREICA,1494.33 km²,197.61 km,RH12E,0.272827810688693,0.0640678890981047,23490,"JC,NT,ZS"
RH12Ce,"R. Huascato",EXORREICA,488.07 km²,164.04 km,RH12C,0.424122228755203,0.0238322801091087,7728,"GT,JC,MN"
RH27Ca,"R. Cazones",EXORREICA,1187.15 km²,229.69 km,RH27C,0.321479058080881,0.00358252319642388,18932,"HG,PL,VZ"
RH26Dd,"R. San Juan",EXORREICA,1624.66 km²,290.66 km,RH26D,0.80491622157651,0.0434205845845514,41840,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Ee,"R. Zula",EXORREICA,1817.24 km²,265.80 km,RH12E,0.34778823894398,0.0162238451812977,28833,"JC,NT,ZS"
RH12Bg,"R. Turbio - Corralejo",EXORREICA,1556.19 km²,215.04 km,RH12B,0.316114930853407,0.0253699582686739,24700,"GT,JC,MN"
RH14Cb,"R. Mascota",EXORREICA,1519.40 km²,309.01 km,RH14C,0.758865373440931,0.0461592261048971,24243,"JC,NT"
RH14Ab,"R. Salado",EXORREICA,1027.20 km²,184.54 km,RH14A,0.462440426182462,0.070965223223182,16124,"JC"
RH12Eg,"R. Calderón",EXORREICA,731.50 km²,194.45 km,RH12E,0.350431854929349,0.00908526392561836,11470,"JC,NT,ZS"
RH14Ba,"R. Atenguillo",EXORREICA,1848.70 km²,304.06 km,RH14B,0.674522704321979,0.0449707071038459,29538,"JC,NT"
RH12Bc,"A. Temascatío",EXORREICA,705.94 km²,130.92 km,RH12B,0.330627162282561,0.0288471569348577,11260,"GT,JC,MN"
RH12Hc,"R. Laja- Celaya",EXORREICA,1938.78 km²,259.05 km,RH12H,0.333068358217063,0.0332763279439823,30938,"GT,QT,SP"
RH27De,"A. Tecomate",EXORREICA,396.74 km²,130.66 km,RH27D,0.313427466520348,0.00240974531142352,6348,"HG,PL,VZ"
RH12Hd,"R. Apaseo",EXORREICA,3092.23 km²,297.46 km,RH12H,0.341442177718719,0.0382681044185124,49108,"GT,QT,SP"
RH27Dd,"R. Pantepec",EXORREICA,1576.89 km²,263.87 km,RH27D,0.395972701104246,0.0209652110354427,25181,"HG,PL,VZ"
RH12Id,"R. Tepatitlán",EXORREICA,466.20 km²,118.96 km,RH12I,0.323354504497862,0.0141175427216749,7399,"AS,GT,JC,SP,ZS"
RH27Cd,"Estero y L. de Tumilco",EXORREICA,372.78 km²,116.27 km,RH27C,0.343851491067757,0.00293999068268073,5872,"HG,PL,VZ"
RH12Bf,"R. Turbio - Manuel Doblado",EXORREICA,1539.73 km²,241.00 km,RH12B,0.360198129729186,0.0178632524265438,24245,"GT,JC,MN"
RH12Fg,"L. Magdalena - L. Palo Verde",ENDORREICA,510.33 km²,131.19 km,RH12F,0.427855078200832,0.0479492789432046,8059,"JC,NT"
RH12Hb,"P. Ignacio Allende",EXORREICA,647.48 km²,167.90 km,RH12H,0.375064435449918,0.0319639809298245,10107,"GT,QT,SP"
RH14Bb,"R. Ameca - Pijinto",EXORREICA,2551.65 km²,401.14 km,RH14B,0.627345722120306,0.0476068018938156,40739,"JC,NT"
RH27Da,"R. Tuxpan",EXORREICA,903.35 km²,223.67 km,RH27D,0.306295252750638,0.00879136199110104,14304,"HG,PL,VZ"
RH12Ie,"R. del Valle",EXORREICA,1047.53 km²,217.68 km,RH12I,0.387330963955243,0.00895857327823876,16444,"AS,GT,JC,SP,ZS"
RH12Ec,"R. Verde- P. Santa Rosa",EXORREICA,1936.56 km²,235.51 km,RH12E,0.478530976407656,0.0723902797334547,30775,"JC,NT,ZS"
RH12Eh,"R. Gigantes",EXORREICA,506.26 km²,141.20 km,RH12E,0.347848894096791,0.0116917939640791,8030,"JC,NT,ZS"
RH12Fe,"R. Barranquitas",EXORREICA,405.09 km²,121.78 km,RH12F,0.654991023809009,0.0402754811711982,6472,"JC,NT"
RH12Ed,"P. Santa Rosa - R. Bolaños",EXORREICA,1043.23 km²,173.31 km,RH12E,0.626575650315042,0.0470592487121908,16672,"JC,NT,ZS"
RH27Dc,"R. Vinazco",EXORREICA,2564.78 km²,340.34 km,RH27D,0.430172919304612,0.0371355245174073,40981,"HG,PL,VZ"
RH27Ed,"Estero de Corral",EXORREICA,378.02 km²,109.44 km,RH27E,0.360808851903894,0.00698874482917057,6039,"VZ"
RH14Cc,"R. Ameca - Ixtapa",EXORREICA,2322.73 km²,324.75 km,RH14C,0.687386344642973,0.063911456690668,37080,"JC,NT"
RH12Bd,"R. Guanajuato",EXORREICA,3058.74 km²,319.05 km,RH12B,0.346470537081907,0.0321394283452835,48441,"GT,JC,MN"
RH26Ds,"R. Amajac",EXORREICA,4065.23 km²,485.94 km,RH26D,0.573153444182974,0.0436221273361776,64928,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH27Db,"R. Buenavista",EXORREICA,446.20 km²,122.52 km,RH27D,0.360615635735441,0.0138502884647024,7128,"HG,PL,VZ"
RH12If,"R. San Miguel",EXORREICA,1117.73 km²,184.60 km,RH12I,0.818001761209841,0.0271478244812152,66781,"AS,GT,JC,SP,ZS"
RH26Dx,"R. Los Hules",EXORREICA,1506.34 km²,233.88 km,RH26D,0.459130343967041,0.039920250277694,24072,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH14Bc,"R. Ahuacatlan",EXORREICA,1225.64 km²,220.12 km,RH14B,0.58491343552307,0.0612799169288023,19583,"JC,NT"
RH26Dc,"R. Extoraz",EXORREICA,3888.68 km²,424.35 km,RH26D,0.651360226389946,0.0454296203297755,62104,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Be,"R. Turbio - P. Palote",EXORREICA,1681.58 km²,220.74 km,RH12B,0.327737713818548,0.0327348466551025,26558,"GT,JC,MN"
RH12Ej,"R. Chico",EXORREICA,823.33 km²,154.58 km,RH12E,0.908791120143877,0.0172586446271146,43527,"JC,NT,ZS"
RH26Dw,"R. Calabozo",EXORREICA,2154.50 km²,327.92 km,RH26D,0.4483846348207,0.0377967178434639,34415,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Jd,"R. Mezquital",EXORREICA,523.81 km²,130.24 km,RH12J,0.796204334404012,0.0303213116644999,132110,"AS,JC,ZS"
RH26Dz,"R. San Pedro",EXORREICA,691.21 km²,166.97 km,RH26D,0.77506856595874,0.0488618568524605,22281,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH13Ba,"R. Huicicila",EXORREICA,1942.48 km²,375.04 km,RH13B,0.652167389568564,0.0869348042968057,30433,"NT"
RH27Ec,"Estero Tancochín",EXORREICA,603.35 km²,118.25 km,RH27E,0.378239547025722,0.00766648205726399,9648,"VZ"
RH12Fd,"R. Mojarras",EXORREICA,387.02 km²,114.41 km,RH12F,0.644802369028805,0.0715135258445194,6136,"JC,NT"
RH12Ei,"R. Cuixtla",EXORREICA,850.14 km²,187.61 km,RH12E,0.655508529161658,0.0409990879562818,13600,"JC,NT,ZS"
RH13Bb,"R. Ixtapa",EXORREICA,489.54 km²,116.50 km,RH13B,0.699799476639975,0.0681410601515166,7775,"NT"
RH12Ha,"R. Laja- Peñuelitas",EXORREICA,6415.34 km²,498.25 km,RH12H,0.394803542332732,0.0394871466407335,102032,"GT,QT,SP"
RH26Db,"R. Axtla",EXORREICA,763.35 km²,173.53 km,RH26D,0.527270430551192,0.03948064604441,12193,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Ff,"R. de la Manga",EXORREICA,631.34 km²,134.80 km,RH12F,0.693132697599695,0.045218264476928,10094,"JC,NT"
RH32Aa,"Quintana Roo",EXORREICA,14372.29 km²,920.06 km,RH32A,0.845933207923101,0.0300492421945687,225865,"QR,YN"
RH12Ih,"R. Grande",EXORREICA,777.81 km²,164.44 km,RH12I,0.315051435453388,0.0117661952001821,12384,"AS,GT,JC,SP,ZS"
RH32Ba,"Mérida",EXORREICA,42256.33 km²,1109.86 km,RH32B,0.601416577303989,0.0318424220868405,670426,"CC,QR,YN"
RH26Cj,"R. Santa María Bajo",EXORREICA,4385.52 km²,494.94 km,RH26C,0.738369677022769,0.0387814645243489,70034,"GT,QT,SP,TS"
RH27Eb,"Estero Cucharas",EXORREICA,719.53 km²,144.71 km,RH27E,0.380273708755578,0.00646633007990428,11488,"VZ"
RH12Jc,"R. Juchipila - Moyahua",EXORREICA,2211.93 km²,339.56 km,RH12J,0.620197168357,0.0343974046950887,35303,"AS,JC,ZS"
RH12Ic,"R. Verde Grande",EXORREICA,3063.89 km²,400.25 km,RH12I,0.456824696856922,0.0250441272083887,48861,"AS,GT,JC,SP,ZS"
RH12Il,"R. Teocaltiche",EXORREICA,518.93 km²,125.61 km,RH12I,0.421336467920513,0.0391204020928072,8271,"AS,GT,JC,SP,ZS"
RH12Fc,"R. Tepic",EXORREICA,591.67 km²,184.69 km,RH12F,0.464284558891778,0.0985023102240833,9374,"JC,NT"
RH26Ck,"(Drenaje Subterráneo)",EXORREICA,852.40 km²,224.29 km,RH26C,0.684506833082141,0.0334854754027948,13618,"GT,QT,SP,TS"
RH26Dy,"R. Tempoal",EXORREICA,1507.56 km²,276.23 km,RH26D,0.342664000560611,0.00584859107679542,24088,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Kd,"R. Bolaños Bajo",EXORREICA,2141.65 km²,252.18 km,RH12K,0.740544712596661,0.035824355583884,34202,"JC,NT,ZS"
RH13Bc,"R. San Blas",EXORREICA,1060.39 km²,170.10 km,RH13B,0.475763832914142,0.0878896307464083,16495,"NT"
RH12Fa,"R. Bolaños - R. Huaynamota",EXORREICA,2591.58 km²,392.29 km,RH12F,0.76866633707533,0.0452417882502473,40442,"JC,NT"
RH12Ig,"R. de los Lagos",EXORREICA,4406.12 km²,498.64 km,RH12I,0.425723957290555,0.028239002440654,69895,"AS,GT,JC,SP,ZS"
RH12Im,"C. C. Ocampo",ARREICA,704.32 km²,127.09 km,RH12I,0.371719044853831,0.0169112682449033,11211,"AS,GT,JC,SP,ZS"
RH12Le,"R. Huajimic",EXORREICA,568.52 km²,122.98 km,RH12L,0.728589822371208,0.0423432888442997,9074,"DG,JC,NT,ZS"
RH12Ld,"R. Huaynamota",EXORREICA,487.48 km²,136.65 km,RH12L,0.852441472302276,0.0162165216334153,7500,"DG,JC,NT,ZS"
RH12Ke,"R. Carbonera",EXORREICA,774.32 km²,160.93 km,RH12K,0.612983677175254,0.0373196393876894,12376,"JC,NT,ZS"
RH12Ib,"R. Aguascalientes",EXORREICA,1512.61 km²,302.39 km,RH12I,0.323716600302876,0.030782993195595,24048,"AS,GT,JC,SP,ZS"
RH26Da,"R. Moctezuma",EXORREICA,4681.87 km²,702.80 km,RH26D,0.807253804269728,0.0226642162447974,90028,"DF,GT,HG,MC,MN,MS,PL,QT,SP,TL,VZ"
RH12Ik,"R. Morcinique",EXORREICA,242.36 km²,87.66 km,RH12I,0.439717148295523,0.0296534392880788,3826,"AS,GT,JC,SP,ZS"
RH12Ii,"R. Encarnación",EXORREICA,2480.64 km²,295.53 km,RH12I,0.3570302783705,0.018894751976812,39345,"AS,GT,JC,SP,ZS"
RH12Fb,"R. Huaynamota - Océano",EXORREICA,1716.13 km²,364.25 km,RH12F,0.621143015489297,0.100542089629355,26787,"JC,NT"
RH12Kf,"R. Tlaltenango",EXORREICA,2575.40 km²,338.98 km,RH12K,0.524006823482662,0.0332452773500809,41047,"JC,NT,ZS"
RH26Ci,"R. Santa María Alto",EXORREICA,7132.99 km²,566.76 km,RH26C,0.58115087643591,0.0555463019425402,113518,"GT,QT,SP,TS"
RH26Ab,"R. Chicayan",EXORREICA,3753.49 km²,377.75 km,RH26A,0.350338102306279,0.00725784744119858,59118,"SP,TS,VZ"
RH12Lf,"R. Huichol",EXORREICA,2418.83 km²,282.37 km,RH12L,0.74552974575004,0.0337426594443706,38666,"DG,JC,NT,ZS"
RH27Ea,"L. de Tamiahua",EXORREICA,2489.08 km²,460.88 km,RH27E,0.415051944296617,0.0206329470414987,24943,"VZ"
RH12Jb,"R. Juchipila - Jalpa",EXORREICA,1828.94 km²,261.16 km,RH12J,0.540279410015859,0.0367300231327528,29105,"AS,JC,ZS"
RH12Je,"R. Calvillo",EXORREICA,1391.53 km²,226.09 km,RH12J,0.553732062221796,0.0474143565060724,22171,"AS,JC,ZS"
RH26Ac,"L. Pueblo Viejo",EXORREICA,1179.05 km²,221.31 km,RH26A,0.366550614472798,0.00960508483173829,17292,"SP,TS,VZ"
RH26Cb,"R. Valles",EXORREICA,555.74 km²,157.68 km,RH26C,0.470547925878529,0.110229441884027,8872,"GT,QT,SP,TS"
RH26Ca,"R. Tamuín o Tampaón",EXORREICA,2466.49 km²,368.24 km,RH26C,0.381748704304309,0.0357348568576818,39121,"GT,QT,SP,TS"
RH11Bg,"El Bejuco",EXORREICA,497.98 km²,158.84 km,RH11B,0.548792376295244,0.116179878770998,7935,"DG,NT,SL"
RH11Bh,"Rosa Morada",EXORREICA,433.49 km²,115.54 km,RH11B,0.544693848097718,0.115374195523762,6850,"DG,NT,SL"
RH26Aa,"R. Pánuco",EXORREICA,2079.12 km²,333.71 km,RH26A,0.856315229443486,0.0285639312886096,16786,"SP,TS,VZ"
RH12Kh,"R. Chico",EXORREICA,163.26 km²,66.38 km,RH12K,0.908791120143877,0.0172586446271146,43527,"JC,NT,ZS"
RH26Cl,"Drenaje Subterráneo 2",ARREICA,337.90 km²,157.54 km,RH26C,0.880074777077399,0.0204082896244945,5310,"GT,QT,SP,TS"
RH26Cg,"R. Gallinas",EXORREICA,1428.34 km²,362.06 km,RH26C,0.703878257277344,0.0712147402911951,22766,"GT,QT,SP,TS"
RH12Jf,"R. Zapoqui",EXORREICA,305.63 km²,116.60 km,RH12J,0.723724466491764,0.0411022444943088,4882,"AS,JC,ZS"
RH12Kc,"R. Bolaños Alto",EXORREICA,1470.94 km²,269.94 km,RH12K,0.669036313046266,0.0357844646110397,23461,"JC,NT,ZS"
RH26Cc,"R. Puerco",EXORREICA,718.84 km²,130.20 km,RH26C,0.66662443854737,0.092479034332352,11352,"GT,QT,SP,TS"
RH26Cf,"Drenaje Subterráneo",ARREICA,396.59 km²,144.06 km,RH26C,0.914124545855659,0.00980930085360271,2554,"GT,QT,SP,TS"
RH12Jg,"R. Palomas",EXORREICA,495.64 km²,120.31 km,RH12J,0.595577118833152,0.0491070729935269,7908,"AS,JC,ZS"
RH12Kg,"R. Colotlán",EXORREICA,2056.27 km²,258.67 km,RH12K,0.516956782092639,0.0363905465748099,32823,"JC,NT,ZS"
RH12Ij,"R. Chicalote",EXORREICA,2054.44 km²,270.80 km,RH12I,0.36787898658434,0.0271077909382639,32707,"AS,GT,JC,SP,ZS"
RH37Gb,"P. San José",EXORREICA,4174.38 km²,438.85 km,RH37G,0.57892956961663,0.0797001648326171,66607,"NL,SP,ZS"
RH12Lc,"R. Atengo",EXORREICA,3226.04 km²,399.12 km,RH12L,0.751268510423333,0.0282102610452154,51534,"DG,JC,NT,ZS"
RH12Kj,"R. Tepetongo",EXORREICA,543.69 km²,145.21 km,RH12K,0.538163539774129,0.0428073052239115,8646,"JC,NT,ZS"
RH12Ia,"R. San Pedro",EXORREICA,3476.21 km²,300.72 km,RH12I,0.77506856595874,0.0488618568524605,22281,"AS,GT,JC,SP,ZS"
RH26Cd,"R. Mesillas",EXORREICA,706.46 km²,189.51 km,RH26C,0.590181128291289,0.0950933000953305,11288,"GT,QT,SP,TS"
RH12Lg,"R. Huejuquilla",EXORREICA,338.77 km²,115.70 km,RH12L,0.542318882881803,0.0311720479398668,5386,"DG,JC,NT,ZS"
RH12Ja,"R. Juchipila - Malpaso",EXORREICA,1735.07 km²,275.49 km,RH12J,0.430818851196597,0.0184290212544355,27662,"AS,JC,ZS"
RH26Ch,"R. Verde",EXORREICA,9453.67 km²,731.82 km,RH26C,0.860517103414067,0.0252916798950031,47322,"GT,QT,SP,TS"
RH11Aa,"R. San Pedro",EXORREICA,3018.71 km²,503.12 km,RH11A,0.77506856595874,0.0488618568524605,22281,"DG,NT,ZS"
RH12Kb,"R. Valparaíso",EXORREICA,1537.12 km²,242.80 km,RH12K,0.600629213256455,0.0360372303848999,24543,"JC,NT,ZS"
RH11Be,"R. Las Conchas",EXORREICA,617.96 km²,186.81 km,RH11B,0.574248170633674,0.0913766254089385,9880,"DG,NT,SL"
RH26Ce,"R. de los Naranjos",EXORREICA,2015.39 km²,335.02 km,RH26C,0.733238893102033,0.077312519072396,32173,"GT,QT,SP,TS"
RH37Fa,"P. San Pablo",EXORREICA,5463.81 km²,537.89 km,RH37F,0.48110309760085,0.046005770237203,86724,"JC,SP,ZS"
RH11Bf,"El Palote - Higueras",EXORREICA,3900.76 km²,443.14 km,RH11B,0.522770810799634,0.102957087551689,55674,"DG,NT,SL"
RH12Li,"R. San Pedro",EXORREICA,736.81 km²,155.28 km,RH12L,0.77506856595874,0.0488618568524605,22281,"DG,JC,NT,ZS"
RH25Aa,"L. de San Andrés",EXORREICA,785.38 km²,217.92 km,RH25A,0.36795052968578,0.0355116986999418,10008,"TS"
RH12Ki,"R. Jeréz",EXORREICA,2024.31 km²,302.49 km,RH12K,0.466063970427142,0.0375541590936266,32154,"JC,NT,ZS"
RH12Lj,"R. Jesús Matías",EXORREICA,4447.50 km²,417.10 km,RH12L,0.776554892327384,0.0243242601064029,71061,"DG,JC,NT,ZS"
RH12Lb,"R. San Juan",EXORREICA,2542.10 km²,266.13 km,RH12L,0.80491622157651,0.0434205845845514,41840,"DG,JC,NT,ZS"
RH11Cb,"R. Matatán",EXORREICA,725.66 km²,142.74 km,RH11C,0.837501020792548,0.0361438245064151,11594,"DG,NT,SL"
RH12Ka,"R. San Mateo",EXORREICA,1638.97 km²,209.38 km,RH12K,0.627618424983899,0.0546242355350101,26167,"JC,NT,ZS"
RH06Aa,"Cabo de San Lucas",EXORREICA,457.92 km²,110.16 km,RH06A,0.818746348680552,0.0915183494115611,7191,"BS"
RH26Bd,"Drenaje Subterráneo",ARREICA,160.12 km²,78.39 km,RH26B,0.914124545855659,0.00980930085360271,2554,"NL,SP,TS,VZ"
RH11Ba,"R. Acaponeta",EXORREICA,1747.70 km²,267.28 km,RH11B,0.818395160777442,0.0350297601496377,27916,"DG,NT,SL"
RH25Ac,"R. Tigre o Cachimbas",EXORREICA,1040.33 km²,197.70 km,RH25A,0.43420580893607,0.0370439727639713,16565,"TS"
RH36Dg,"R. Chico",EXORREICA,715.76 km²,192.02 km,RH36D,0.908791120143877,0.0172586446271146,43527,"CL,DG,ZS"
RH11Ca,"R. Espíritu Santo",EXORREICA,523.09 km²,173.64 km,RH11C,0.564307385861288,0.090022580387515,8260,"DG,NT,SL"
RH11Dg,"Caimanera",EXORREICA,743.62 km²,134.70 km,RH11D,0.44313806603262,0.0658575314286082,10130,"DG,SL"
RH03Aa,"A. Candelaria",EXORREICA,497.73 km²,129.06 km,RH03A,0.917254970738962,0.0324410924474293,7819,"BS"
RH25Ab,"R. Barberena",EXORREICA,1879.58 km²,286.21 km,RH25A,0.446789680253045,0.0467304541941562,29929,"TS"
RH26Ba,"R. Tamesí",EXORREICA,7727.41 km²,497.40 km,RH26B,0.376697115923067,0.0495151848224599,117284,"NL,SP,TS,VZ"
RH26Be,"R. Comandante",EXORREICA,2811.94 km²,377.51 km,RH26B,0.704557840830021,0.0904642469683202,44944,"NL,SP,TS,VZ"
RH03Ab,"R. San Jacinto",EXORREICA,229.47 km²,76.68 km,RH03A,0.920284049386038,0.0156820690728788,3652,"BS"
RH11Df,"Mazatlán",EXORREICA,327.81 km²,93.34 km,RH11D,0.393183303373538,0.116640746968888,4808,"DG,SL"
RH37Ga,"P. Los Pilares",ARREICA,7232.07 km²,542.22 km,RH37G,0.723315378706242,0.0673385102524705,115490,"NL,SP,ZS"
RH26Bc,"R. Sabinas",EXORREICA,747.82 km²,153.59 km,RH26B,0.793058223752117,0.0400954270307187,157004,"NL,SP,TS,VZ"
RH25Ad,"R. Carrizal",EXORREICA,1615.02 km²,234.35 km,RH25A,0.539825884036099,0.0567041694833486,25545,"TS"
RH12Lh,"R. San Andrés",EXORREICA,1647.35 km²,259.40 km,RH12L,0.690205620471056,0.0415310211599114,26266,"DG,JC,NT,ZS"
RH12La,"A. El Alemán",EXORREICA,1352.37 km²,171.89 km,RH12L,0.809133253164413,0.0244089809826105,21617,"DG,JC,NT,ZS"
RH06Ab,"R. San José",EXORREICA,1278.63 km²,181.16 km,RH06A,0.877199653678121,0.0403648725265985,20392,"BS"
RH36Df,"R. de los Lazos",EXORREICA,1381.99 km²,238.90 km,RH36D,0.578364742950828,0.0552317546631661,21945,"CL,DG,ZS"
RH37Ha,"Tula",ENDORREICA,6804.39 km²,558.40 km,RH37H,0.79823009066175,0.0592315857579247,108685,"NL,SP,TS"
RH11Ce,"R. Pánuco",EXORREICA,1050.87 km²,185.85 km,RH11C,0.856315229443486,0.0285639312886096,16786,"DG,NT,SL"
RH03Ac,"A. Santa Inés",EXORREICA,673.11 km²,133.29 km,RH03A,0.88100638814335,0.0297160010269017,10637,"BS"
RH37Hb,"Bustamante",ARREICA,1325.36 km²,241.81 km,RH37H,0.79447722611641,0.0643931250602847,21175,"NL,SP,TS"
RH25Ae,"A. Calabozo",EXORREICA,690.57 km²,140.91 km,RH25A,0.367245256931089,0.0121036541136528,10865,"TS"
RH37Ec,"Fresnillo",ENDORREICA,3770.73 km²,334.17 km,RH37E,0.40912790780847,0.0331637392133265,59920,"SP,ZS"
RH06Ac,"A. Santiago",EXORREICA,1573.84 km²,272.34 km,RH06A,0.924201697117822,0.0157242448110557,24986,"BS"
RH11Bb,"R. San Diego",EXORREICA,1781.26 km²,351.27 km,RH11B,0.882541515313113,0.0146383467407132,28475,"DG,NT,SL"
RH36Dh,"R. Trujillo",EXORREICA,1620.28 km²,221.42 km,RH36D,0.437995330674054,0.0434530260483635,25844,"CL,DG,ZS"
RH36Dd,"P. El Cazadero",EXORREICA,103.70 km²,54.99 km,RH36D,0.603276065877122,0.0292228324276574,1629,"CL,DG,ZS"
RH11Ac,"R. Graseros",EXORREICA,530.13 km²,141.04 km,RH11A,0.663046237511181,0.0543156881731085,8436,"DG,NT,ZS"
RH37Fb,"Mesa Chiquihuitillo",EXORREICA,6727.24 km²,485.66 km,RH37F,0.845402741808287,0.0465755273693167,107147,"JC,SP,ZS"
RH25Bk,"R. Palmas",EXORREICA,1704.66 km²,236.86 km,RH25B,0.671032023122153,0.0659637316987987,27163,"NL,TS"
RH11Cc,"R. Baluarte",EXORREICA,2035.17 km²,327.47 km,RH11C,0.922060824423085,0.00740490783066745,32511,"DG,NT,SL"
RH11Cd,"Q. Guadlupe",EXORREICA,795.85 km²,162.81 km,RH11C,0.913059832365803,0.0209231732534816,12713,"DG,NT,SL"
RH25Af,"L. Morales",EXORREICA,429.30 km²,108.56 km,RH25A,0.381226082072747,0.0303460957838007,6134,"TS"
RH11Da,"R. Presidio",EXORREICA,1660.11 km²,269.81 km,RH11D,0.767910868640701,0.086500536077462,26434,"DG,SL"
RH25Bj,"A. Grande",EXORREICA,2885.68 km²,274.88 km,RH25B,0.534949094643715,0.0226610839247803,11649,"NL,TS"
RH11Bc,"R. Q. Espíritu Santo",EXORREICA,446.69 km²,139.08 km,RH11B,0.864286510466267,0.0175672373683043,7133,"DG,NT,SL"
